[23Jan2025 00:00:24.660] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Rumo_fr3 has made the advancement [Surge Protector]
[23Jan2025 00:00:24.663] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: hoaku has made the advancement [Surge Protector]
[23Jan2025 00:00:24.663] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Thecno662 has made the advancement [Surge Protector]
[23Jan2025 00:02:51.484] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Rumo_fr3> wdw
[23Jan2025 00:02:52.398] [Server thread/WARN] [tombstone/]: The death event of the player Rumo_fr3 was canceled by another mod
[23Jan2025 00:02:52.489] [Server thread/INFO] [tombstone/]: The player Rumo_fr3 has successfully been saved
[23Jan2025 00:03:08.713] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Created new backpack backup file for Rumo_fr3 with unique ID 3d302443-525e-4132-966f-bf86eaa6d485
[23Jan2025 00:03:08.714] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Your backpack has been placed at X: -3880 Y: 72 Z: -1391
[23Jan2025 00:03:08.714] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Rumo_fr3 was slain by Frostmaw
[23Jan2025 00:03:09.366] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: hoaku has completed the challenge [Rude Awakening]
[23Jan2025 00:05:42.948] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:26.552] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:26.647] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:26.747] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:26.852] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:26.948] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:27.045] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:27.151] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:27.254] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:27.345] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:27.448] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:27.546] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:27.645] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:27.744] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:27.852] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:27.946] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:28.047] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:28.155] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:28.254] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:28.347] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:28.454] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:28.545] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:28.651] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:28.755] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:28.843] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:28.946] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:29.045] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:29.153] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:29.248] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:29.347] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:29.454] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:29.565] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:29.645] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:29.756] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:29.845] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:29.954] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:30.051] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:30.149] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:30.251] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:30.361] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:30.464] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:30.551] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:30.644] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:30.746] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:30.764] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Boat (vehicle of Thecno662) moved wrongly! 0.2562337142178805
[23Jan2025 00:06:30.852] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:30.943] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:31.045] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:31.145] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:31.244] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:31.343] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:31.447] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:31.544] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:31.647] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:31.752] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:31.848] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:31.944] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:32.042] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:32.143] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:32.245] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:32.347] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:32.442] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:32.545] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:32.643] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:32.743] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:32.845] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:32.944] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:33.048] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:33.143] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:33.245] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:33.342] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:33.457] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:33.544] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:33.652] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:33.748] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:33.848] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:33.952] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:34.047] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:34.146] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:34.244] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:34.347] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:34.460] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:34.557] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:34.645] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:34.746] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:34.846] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:34.959] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:35.049] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:35.147] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:35.250] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:35.348] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:35.450] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:35.549] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:35.654] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:35.744] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:35.847] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:35.951] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:36.048] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:36.146] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:36.245] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:36.357] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:36.445] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:36.546] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:36.653] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:36.754] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:36.846] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:36.956] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:37.051] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:37.149] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:37.254] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:37.370] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:37.448] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:37.545] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:37.654] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:37.748] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:37.846] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:37.949] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:38.050] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:38.158] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:38.281] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:38.345] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:38.445] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:38.546] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:38.645] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:38.757] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:38.846] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:38.946] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:39.057] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:39.165] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:39.246] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:39.345] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:39.456] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:39.548] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:39.646] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:39.756] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:39.846] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:39.946] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:40.050] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:40.160] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:40.245] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:40.360] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:40.450] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:40.550] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:40.651] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:40.760] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:40.849] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:40.951] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:41.048] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:41.146] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:41.248] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:41.347] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:41.451] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:41.545] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:41.654] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:06:41.755] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[23Jan2025 00:07:18.244] [Server thread/WARN] [tombstone/]: The death event of the player Rumo_fr3 was canceled by another mod
[23Jan2025 00:07:18.290] [Server thread/INFO] [tombstone/]: The player Rumo_fr3 has successfully been saved
[23Jan2025 00:09:23.834] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Thecno662 has made the advancement [My Name is Nobody]
[23Jan2025 00:10:04.452] [Server thread/WARN] [tombstone/]: The death event of the player Thecno662 was canceled by another mod
[23Jan2025 00:10:04.467] [Server thread/INFO] [tombstone/]: The player Thecno662 has successfully been saved
[23Jan2025 00:10:16.762] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Thecno662 burned to death
[23Jan2025 00:10:16.765] [Server thread/INFO] [tombstone/]: The player Thecno662 has successfully been saved
[23Jan2025 00:10:20.250] [Server thread/WARN] [tombstone/]: The death event of the player hoaku was canceled by another mod
[23Jan2025 00:10:20.266] [Server thread/INFO] [tombstone/]: The player hoaku has successfully been saved
[23Jan2025 00:10:21.902] [Server thread/WARN] [tombstone/]: The death event of the player Rumo_fr3 was canceled by another mod
[23Jan2025 00:10:21.921] [Server thread/INFO] [tombstone/]: The player Rumo_fr3 has successfully been saved
[23Jan2025 00:10:30.782] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Created new backpack backup file for Rumo_fr3 with unique ID ba9df8f2-78d9-4df9-a01a-593e145f2b83
[23Jan2025 00:10:30.783] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Your backpack has been placed at X: -3443 Y: 65 Z: -1853
[23Jan2025 00:10:30.783] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Rumo_fr3 was turned into KFC by a dragon
[23Jan2025 00:10:31.364] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Created new backpack backup file for hoaku with unique ID 9caefad1-ce23-443f-a615-1bea0517d801
[23Jan2025 00:10:31.364] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Your backpack has been placed at X: -3388 Y: 63 Z: -1824
[23Jan2025 00:10:31.365] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: hoaku burned to death
[23Jan2025 00:10:31.368] [Server thread/INFO] [tombstone/]: The player hoaku has successfully been saved
[23Jan2025 00:11:02.699] [Server thread/WARN] [tombstone/]: The death event of the player Thecno662 was canceled by another mod
[23Jan2025 00:11:02.719] [Server thread/INFO] [tombstone/]: The player Thecno662 has successfully been saved
[23Jan2025 00:11:08.608] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Thecno662 was slain by Fire Dragon
[23Jan2025 00:16:02.223] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-184, -172], pos: BlockPos{x=-2944, y=-47, z=-2745}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / deep_dark_regrowth:ancient_fossil]
[23Jan2025 00:16:02.223] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-184, -172], pos: BlockPos{x=-2944, y=-47, z=-2744}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / deep_dark_regrowth:ancient_fossil]
[23Jan2025 00:16:02.223] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-184, -172], pos: BlockPos{x=-2944, y=-47, z=-2743}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / deep_dark_regrowth:ancient_fossil]
[23Jan2025 00:16:02.224] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-184, -172], pos: BlockPos{x=-2944, y=-44, z=-2747}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / deep_dark_regrowth:ancient_fossil]
[23Jan2025 00:16:18.400] [Server thread/WARN] [tombstone/]: The death event of the player Thecno662 was canceled by another mod
[23Jan2025 00:16:18.406] [Server thread/INFO] [tombstone/]: The player Thecno662 has successfully been saved
[23Jan2025 00:16:24.432] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Thecno662 burned to death
[23Jan2025 00:17:21.312] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Thecno662 lost connection: Disconnected
[23Jan2025 00:17:21.312] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Thecno662 left the game
[23Jan2025 00:17:21.379] [Server thread/WARN] [net.minecraft.network.Connection/]: handleDisconnection() called twice
[23Jan2025 00:17:41.630] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: Thecno662[/127.98.237.17:57945] logged in with entity id 26473 at (-3085.1946150386607, 91.0, -2625.7779129491596)
[23Jan2025 00:17:41.649] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Thecno662 joined the game
[23Jan2025 00:17:44.576] [Server thread/WARN] [tombstone/]: The death event of the player Rumo_fr3 was canceled by another mod
[23Jan2025 00:17:44.578] [Server thread/INFO] [tombstone/]: The player Rumo_fr3 has successfully been saved
[23Jan2025 00:17:56.358] [Server thread/WARN] [tombstone/]: The death event of the player Rumo_fr3 was canceled by another mod
[23Jan2025 00:17:56.359] [Server thread/INFO] [tombstone/]: The player Rumo_fr3 has successfully been saved
[23Jan2025 00:18:00.959] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Thecno662 lost connection: Disconnected
[23Jan2025 00:18:00.959] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Thecno662 left the game
[23Jan2025 00:18:35.753] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Rumo_fr3 lost connection: Disconnected
[23Jan2025 00:18:35.754] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Rumo_fr3 left the game
[23Jan2025 00:18:37.355] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: hoaku lost connection: Disconnected
[23Jan2025 00:18:37.356] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: hoaku left the game
[23Jan2025 00:18:37.697] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Stopping the server
[23Jan2025 00:18:37.724] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Stopping server
[23Jan2025 00:18:37.725] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving players
[23Jan2025 00:18:37.725] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving worlds
[23Jan2025 00:18:38.046] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[world]'/minecraft:overworld
[23Jan2025 00:18:39.085] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[world]'/aether:the_aether
[23Jan2025 00:18:39.085] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_end
[23Jan2025 00:18:39.086] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[world]'/witherstormmod:bowels
[23Jan2025 00:18:39.087] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_nether
[23Jan2025 00:18:39.088] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[world]'/the_bumblezone:the_bumblezone
[23Jan2025 00:18:39.088] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Saving chunks for level 'ServerLevel[world]'/twilightforest:twilight_forest
[23Jan2025 00:18:39.197] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: ThreadedAnvilChunkStorage (world): All chunks are saved
[23Jan2025 00:18:39.197] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: ThreadedAnvilChunkStorage (the_aether): All chunks are saved
[23Jan2025 00:18:39.198] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[23Jan2025 00:18:39.198] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: ThreadedAnvilChunkStorage (bowels): All chunks are saved
